ID,Topic,Difficulty,Question,Option1,Correct1,Option2,Correct2,Option3,Correct3,Option4,Correct4
479,psychology,VERY_HARD,What is the term for the process of developing a strong emotional bond with a primary caregiver? ,Attachment,TRUE,Affection,FALSE,Dependency,FALSE,Security,FALSE
480,psychology,VERY_HARD,What is the primary goal of positive psychology? ,To evaluate social behavior,FALSE,To enhance well-being and happiness,TRUE,To treat mental disorders,FALSE,To analyze cognitive processes,FALSE
481,psychology,VERY_HARD,What is the term for the theory that explains how stimulus-response associations are learned through reinforcement? ,Classical conditioning,FALSE,Cognitive learning theory,FALSE,Social learning theory,FALSE,Operant conditioning,TRUE
482,psychology,VERY_HARD,What is the term for the phenomenon where individuals display behaviors that reflect their group identity during collective action? ,Collective behavior,FALSE,Social identity theory,TRUE,Peer pressure,FALSE,Groupthink,FALSE
483,psychology,VERY_HARD,What is the terminology for the study of psychological changes throughout the lifespan? ,Social psychology,FALSE,Clinical psychology,FALSE,Cognitive psychology,FALSE,Developmental psychology,TRUE
484,psychology,VERY_HARD,What is the term for the innate drive to achieve personal growth and self-fulfillment? ,Self-esteem,FALSE,Self-actualization,TRUE,Self-efficacy,FALSE,Self-concept,FALSE
485,psychology,VERY_HARD,What is the term for the psychological phenomenon where an individual feels disconnected from their own thoughts or identity? ,Anxiety,FALSE,Dissociation,FALSE,Depersonalization,TRUE,Trauma,FALSE
486,psychology,VERY_HARD,What is the term for the cognitive model that describes how individuals use mental shortcuts to make judgments? ,Frameworks,FALSE,Algorithms,FALSE,Models,FALSE,Heuristics,TRUE
487,psychology,VERY_HARD,What is the term for a therapeutic approach that emphasizes understanding the client's subjective experience? ,Cognitive-behavioral approach,FALSE,Phenomenological approach,TRUE,Psychoanalytic approach,FALSE,Behavioral approach,FALSE
488,psychology,VERY_HARD,What is the term for the tendency to attribute personal successes to internal factors and failures to external factors? ,Actor-observer effect,FALSE,Optimism bias,FALSE,Self-serving bias,TRUE,Fundamental attribution error,FALSE
489,psychology,VERY_HARD,What is the primary focus of health psychology? ,Social relationships,FALSE,Coping strategies,FALSE,The interaction between psychological factors and physical health,TRUE,Personality traits,FALSE
490,psychology,VERY_HARD,What is the term for the approach that integrates biological. psychological. and environmental perspectives? ,Humanistic approach,FALSE,Biopsychosocial approach,TRUE,Cognitive-behavioral approach,FALSE,Psychoanalytic approach,FALSE
491,psychology,VERY_HARD,What is the term for a psychological assessment that evaluates a person's cognitive and emotional responses to ambiguous stimuli? ,Behavioral assessment,FALSE,Standardized test,FALSE,Projective test,TRUE,Cognitive test,FALSE
492,psychology,VERY_HARD,What is the term for a psychological phenomenon in which individuals conform to group norms at the expense of their own beliefs? ,Conformity,FALSE,Peer pressure,FALSE,Groupthink,TRUE,Social loafing,FALSE
493,psychology,VERY_HARD,What is the term for the cognitive process of recalling past experiences and information? ,Storage,FALSE,Memory retrieval,TRUE,Encoding,FALSE,Recognition,FALSE
494,psychology,VERY_HARD,What is the term for the psychological disorder characterized by a persistent fear of having a serious medical condition? ,Specific phobia,FALSE,Panic disorder,FALSE,Generalized anxiety disorder,FALSE,Hypochondriasis,TRUE
495,psychology,VERY_HARD,What is the term for the process through which memories are formed. stored. and recalled? ,Memory encoding,FALSE,Information retention,FALSE,Neural consolidation,FALSE,Memory processing,TRUE
496,psychology,VERY_HARD,What is the term for the cognitive bias that causes individuals to believe they will experience less negative impact than others in similar situations? ,Illusion of control,FALSE,Confirmation bias,FALSE,Self-serving bias,FALSE,Optimism bias,TRUE
497,psychology,VERY_HARD,What is the term for the therapeutic approach that focuses on the present moment and mindfulness? ,Cognitive therapy,FALSE,Behavioral therapy,FALSE,Psychoanalytic therapy,FALSE,Mindfulness-based therapy,TRUE
498,psychology,VERY_HARD,What is the term for the psychological effect that results from the presence of others leading to decreased individual effort? ,Deindividuation,FALSE,Social loafing,TRUE,Social facilitation,FALSE,Groupthink,FALSE
499,psychology,VERY_HARD,What is the term for an emotional response that is experienced in a context where past traumas have occurred? ,Triggered response,TRUE,Anxiety response,FALSE,Flashback,FALSE,Post-traumatic reaction,FALSE
